OTUs	Name	Oral_and_five_sense_organs	Skin	Circulatory_system	Urogenital_system	Digestive_system	Respiratory_system	Other(motor_and_nervous_and_endocrine_system)
otu_S001189414	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S001189416	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S001199051	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S001199052	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S001264450	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S001264892	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S001351513	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S001352656	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S001418794	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S001418795	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S001418796	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S001418797	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S001418798	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S001418799	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S001575031	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S001745068	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S002227562	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S002233202	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S002233221	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S002304789	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S002304790	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S002442663	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S002914257	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S002956763	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S002958889	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S002958971	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S002961350	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S002966220	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S002966599	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S002989692	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S002989694	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003259788	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003259789	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003260684	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003280138	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003280606	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003287764	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003289197	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003289198	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003289208	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003289213	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003289214	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003289215	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003289257	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003289282	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003312246	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003614791	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003713415	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003713416	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003717309	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003721286	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003721289	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003722221	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003746530	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003748845	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003751215	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003751222	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003752084	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003756117	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003787944	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003804474	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003805243	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003810111	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003811981	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003926999	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927005	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927011	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927012	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927019	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927024	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927040	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927043	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927044	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927047	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927049	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927054	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927057	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927107	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927113	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927136	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927147	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927156	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927161	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927179	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927181	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927199	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927205	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927216	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927229	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927532	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003927535	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S003929785	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004044938	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004049493	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004051357	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004051368	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004051369	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004054030	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004054032	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004054034	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004054037	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004054065	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004070479	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004070482	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004082050	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004084068	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004084977	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004088275	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004088288	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004088291	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004088304	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004088306	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004088307	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004088308	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004088311	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004088312	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004088316	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004088317	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004088321	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004090420	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004092251	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004216430	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004216461	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004220508	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004223031	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004223055	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004223113	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004229948	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004254005	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004446471	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004446472	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004446684	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004448731	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004454241	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004456566	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004458718	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_S004458890	Acinetobacter_lwoffii	0	0	neonatal_sepsis	0	gastroenteritis	0	0
otu_NC000919230162231656+	Treponema_pallidum	bejel	yaws	0	syphilis	0	0	0
otu_NC000919278596280090+	Treponema_pallidum	bejel	yaws	0	syphilis	0	0	0
otu_NC016842230874232410+	Treponema_pallidum	bejel	yaws	0	syphilis	0	0	0
otu_NC017268231376232876+	Treponema_pallidum	bejel	yaws	0	syphilis	0	0	0
otu_NC018722231359232854+	Treponema_pallidum	bejel	yaws	0	syphilis	0	0	0
otu_S000003270	Treponema_pallidum	bejel	yaws	0	syphilis	0	0	0
otu_S002287591	Treponema_pallidum	bejel	yaws	0	syphilis	0	0	0
otu_S002290813	Treponema_pallidum	bejel	yaws	0	syphilis	0	0	0
otu_S003744289	Treponema_pallidum	bejel	yaws	0	syphilis	0	0	0
otu_S004071097	Treponema_pallidum	bejel	yaws	0	syphilis	0	0	0
otu_S004442889	Treponema_pallidum	bejel	yaws	0	syphilis	0	0	0
otu_S004442890	Treponema_pallidum	bejel	yaws	0	syphilis	0	0	0
otu_S000021374	Mycobacterium_xenopi	0	0	osteomyelitis	0	0	0	0
otu_S000263759	Mycobacterium_xenopi	0	0	osteomyelitis	0	0	0	0
otu_S000436562	Mycobacterium_xenopi	0	0	osteomyelitis	0	0	0	0
otu_S004253877	Mycobacterium_xenopi	0	0	osteomyelitis	0	0	0	0
otu_S000539659	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S000711311	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S000711361	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S001096661	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S001243148	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S001352619	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S001549583	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S001577121	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S001578010	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S001794556	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S002442304	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S002447421	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S002448635	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S002481198	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S002481199	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S002912087	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S002917900	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S002958890	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S002958944	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S002959003	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S002961135	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S002961136	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S002961142	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S002964180	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S002966182	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003261768	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003279923	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003279928	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003279934	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003279944	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003284038	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003284199	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003284200	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003284280	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003284619	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003285394	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003300531	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003302244	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003302588	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003303826	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003615109	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003617252	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003617265	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003716074	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003716077	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003716408	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003716411	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003717336	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003717414	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003721372	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003721399	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003749922	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003750867	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003751250	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003751256	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003755991	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003803485	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003807290	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003919608	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003924795	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003927068	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003927117	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003927120	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003927164	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S003927687	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004008188	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004045404	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004049824	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004049828	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004049831	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004049834	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004051777	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004052087	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004052397	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004052775	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004052778	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004053459	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004053790	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004053797	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004053814	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004075945	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004079979	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004080790	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004082580	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004082786	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004082788	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004087740	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004088703	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004092273	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004092352	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004218651	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004220614	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004220826	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004221320	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004224440	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004226503	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004227159	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004227497	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004230633	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004230670	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004230675	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004230684	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004231528	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004232128	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004252780	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004446445	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004446715	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004446723	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004446729	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004448912	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004449788	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004451810	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004456286	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004456287	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004456288	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004456289	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004456290	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004456291	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004456292	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S004456293	Enterobacter_ludwigii	0	0	0	0	0	0	0
otu_S000000619	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000006977	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000016319	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000260848	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000628788	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000653583	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000653584	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000653585	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000653586	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000653587	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000653588	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000769880	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000842908	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000842909	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000842910	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000891816	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000968892	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S001575018	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S001610885	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S003222687	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S004126262	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S004455966	Fusobacterium_necrophorum	sore_throat|peritonsillar_abscess	0	internal_jugular_vein_thrombosis|cerebral_veins_thrombosis	urogenital_infection	gastrointestinal_disease	0	0
otu_S000000063	Prevotella_enoeca	gingival_infection	0	0	0	0	0	0
otu_S002235866	Prevotella_enoeca	gingival_infection	0	0	0	0	0	0
otu_NC00978517685951770104+	Streptococcus_gordonii	oral_cavity	0	endocarditis	0	0	0	0
