OTUs	Name	Oral_and_five_sense_organs	Skin	Circulatory_system	Urogenital_system	Digestive_system	Respiratory_system	Other(motor_and_nervous_and_endocrine_system)
otu_S004252644	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004252645	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004252646	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004254007	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004445091	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004445092	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004445093	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004445094	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004445095	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004445096	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004445097	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004445225	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004445226	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004445230	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004445790	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004448466	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004448469	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004448529	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004449738	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004449745	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004450271	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004451816	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004452305	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004452573	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004452584	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004452746	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_S004453831	Enterobacter_cloacae	0	skin_infection_disease|soft_tissue_infection	endocarditis|bacteremia|septic_arthritis|osteomyelitis	urinary_tract_infection	abdominal_infection	lower_respiratory_tract_infection	0
otu_NC007799942218943726+	Ehrlichia_Chaffeensis	0	0	monocytic_ehrlichiosis	0	0	0	0
otu_S000388155	Ehrlichia_Chaffeensis	0	0	monocytic_ehrlichiosis	0	0	0	0
otu_S000393786	Ehrlichia_Chaffeensis	0	0	monocytic_ehrlichiosis	0	0	0	0
otu_S000436654	Ehrlichia_Chaffeensis	0	0	monocytic_ehrlichiosis	0	0	0	0
otu_S000437997	Ehrlichia_Chaffeensis	0	0	monocytic_ehrlichiosis	0	0	0	0
otu_S004061747	Ehrlichia_Chaffeensis	0	0	monocytic_ehrlichiosis	0	0	0	0
otu_S000001972	Dermatophilus_congolensis	0	dermatophilosis	0	0	0	0	0
otu_S000004597	Dermatophilus_congolensis	0	dermatophilosis	0	0	0	0	0
otu_S000435942	Dermatophilus_congolensis	0	dermatophilosis	0	0	0	0	0
otu_S002038972	Dermatophilus_congolensis	0	dermatophilosis	0	0	0	0	0
otu_NC015968257230258757+	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_NC01596835425823544109+	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_NC01596842853234286850+	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_NC01596845311524532679+	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_NC01596846241934625719+	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_NC015968865115866642+	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S000133722	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S000381739	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S000842669	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S000842712	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S000842713	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S000966061	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S000967013	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S000967174	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S000980220	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S001198408	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S001331516	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002226280	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002228818	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002228947	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002305526	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002305561	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002306052	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002306055	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002351597	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002448602	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002481201	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002481203	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002481204	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002953881	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002958943	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002958958	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S002966501	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003278267	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003278279	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003278304	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003279835	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003281486	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003281566	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003284040	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003284058	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003284070	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003284072	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003284081	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003284095	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003284097	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003284170	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003284343	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003284344	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003284348	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003285395	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003285954	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003302590	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003302798	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003302947	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003312104	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003314012	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003314013	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003314015	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003314017	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003314018	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003314019	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003314023	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003314024	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003314025	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003314026	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003314028	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003314030	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003314033	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003616444	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003617149	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003716836	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003718297	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003751144	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003754549	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003755683	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003807260	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003808953	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003808955	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003924792	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003924793	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S003925031	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004044770	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004044772	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004046186	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004053785	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004053787	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004062467	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004062468	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004062470	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004062472	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004069252	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004069253	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004069254	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004069255	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004069256	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004069257	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004069258	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004076683	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004078921	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004078924	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004078925	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004079012	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004079014	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004083844	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004084806	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004091800	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004091806	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004092208	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004092228	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004092242	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004092296	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004217068	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004218639	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004218640	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004218642	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004218648	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004218649	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004218650	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004218652	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004218654	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004223330	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004223701	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004226880	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004230711	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004234747	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004252621	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004448914	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004452745	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S004454888	Enterobacter_asburiae	0	necrotizing_fasciitis	0	0	0	0	0
otu_S000133824	Streptococcus_entericus	0	0	0	0	catarrhal_enteritis	0	0
otu_S000001163	Fluoribacter_bozemanae	0	0	0	0	0	pneumonia	0
otu_S000009254	Fluoribacter_bozemanae	0	0	0	0	0	pneumonia	0
otu_S000436267	Fluoribacter_bozemanae	0	0	0	0	0	pneumonia	0
otu_NC00293511703431171734+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC00293519351451936536+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC00293523733302374721+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01678211423581143749+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01678219004171901808+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01678311326351134141+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01678319143851915891+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01678511225211124027+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01678518597661861272+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01678521445142146021+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01678523217162323228+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01678611423051143812+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01678619009211902428+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01678811417491143256+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01678818971331898640+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01678911864191187926+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01678919651931966700+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01679022731922274699+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01680111875211189027+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC01680119340091935515+	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S000000225	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S000002705	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S000006957	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S000259947	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S000528530	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S000825287	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S001095798	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S001241399	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S001550522	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S001550523	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S001550526	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S002287989	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004052446	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004052447	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004062346	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004063169	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004065207	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004065208	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004065213	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004066756	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004066889	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004066915	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004067557	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004068210	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004068211	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004068212	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004068213	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_S004068439	Corynebacterium_diphtheriae	0	0	0	0	0	diphtheria	0
otu_NC003103884601886108+	Rickettsia_conorii	0	0	Boutonneuse_fever|Mediterranean_spotted_fever|Israeli_tick_typhus|Astrakhan_spotted_fever|Kenya_tick_typhus|Indian_tick_typhus|	0	0	0	0
otu_S000414657	Rickettsia_conorii	0	0	Boutonneuse_fever|Mediterranean_spotted_fever|Israeli_tick_typhus|Astrakhan_spotted_fever|Kenya_tick_typhus|Indian_tick_typhus|	0	0	0	0
otu_S000414659	Rickettsia_conorii	0	0	Boutonneuse_fever|Mediterranean_spotted_fever|Israeli_tick_typhus|Astrakhan_spotted_fever|Kenya_tick_typhus|Indian_tick_typhus|	0	0	0	0
otu_S000437119	Rickettsia_conorii	0	0	Boutonneuse_fever|Mediterranean_spotted_fever|Israeli_tick_typhus|Astrakhan_spotted_fever|Kenya_tick_typhus|Indian_tick_typhus|	0	0	0	0
otu_S000497785	Rickettsia_conorii	0	0	Boutonneuse_fever|Mediterranean_spotted_fever|Israeli_tick_typhus|Astrakhan_spotted_fever|Kenya_tick_typhus|Indian_tick_typhus|	0	0	0	0
otu_S000500280	Rickettsia_conorii	0	0	Boutonneuse_fever|Mediterranean_spotted_fever|Israeli_tick_typhus|Astrakhan_spotted_fever|Kenya_tick_typhus|Indian_tick_typhus|	0	0	0	0
otu_S004065999	Rickettsia_conorii	0	0	Boutonneuse_fever|Mediterranean_spotted_fever|Israeli_tick_typhus|Astrakhan_spotted_fever|Kenya_tick_typhus|Indian_tick_typhus|	0	0	0	0
otu_S000002054	Vibrio_mimicus	0	0	0	0	watery_diarrhea|gastroenteritis	0	0
otu_S000556978	Vibrio_mimicus	0	0	0	0	watery_diarrhea|gastroenteritis	0	0
otu_S003719218	Vibrio_mimicus	0	0	0	0	watery_diarrhea|gastroenteritis	0	0
otu_S004217304	Vibrio_mimicus	0	0	0	0	watery_diarrhea|gastroenteritis	0	0
otu_NC011229456745458283+	Borrelia_duttonii	0	0	0	0	relapsing_fever	0	0
otu_S000364601	Borrelia_duttonii	0	0	0	0	relapsing_fever	0	0
otu_S000429019	Borrelia_duttonii	0	0	0	0	relapsing_fever	0	0
otu_S000437443	Borrelia_duttonii	0	0	0	0	relapsing_fever	0	0
otu_S000437613	Borrelia_duttonii	0	0	0	0	relapsing_fever	0	0
otu_S000437618	Borrelia_duttonii	0	0	0	0	relapsing_fever	0	0
otu_S000437623	Borrelia_duttonii	0	0	0	0	relapsing_fever	0	0
otu_S002224667	Borrelia_duttonii	0	0	0	0	relapsing_fever	0	0
otu_S004063001	Borrelia_duttonii	0	0	0	0	relapsing_fever	0	0
otu_S000021675	Prevotella_brevis	periodontal_disease|gingivitis|odontogenic_infection	0	atherosclerosis	0	0	0	0
otu_S002038851	Prevotella_brevis	periodontal_disease|gingivitis|odontogenic_infection	0	atherosclerosis	0	0	0	0
otu_S002038856	Prevotella_brevis	periodontal_disease|gingivitis|odontogenic_infection	0	atherosclerosis	0	0	0	0
otu_S002038857	Prevotella_brevis	periodontal_disease|gingivitis|odontogenic_infection	0	atherosclerosis	0	0	0	0
otu_S002038858	Prevotella_brevis	periodontal_disease|gingivitis|odontogenic_infection	0	atherosclerosis	0	0	0	0
otu_NC00294611197541121298+	Neisseria_gonorrhoeae	gonococcal_ophthalmia_neonatorum	0	disseminated_gonococcemia|_septic_arthritis	gonorrhea	0	0	0
otu_NC01103512669121268440+	Neisseria_gonorrhoeae	gonococcal_ophthalmia_neonatorum	0	disseminated_gonococcemia|_septic_arthritis	gonorrhea	0	0	0
otu_NC01103519543471955875+	Neisseria_gonorrhoeae	gonococcal_ophthalmia_neonatorum	0	disseminated_gonococcemia|_septic_arthritis	gonorrhea	0	0	0
otu_S000003950	Neisseria_gonorrhoeae	gonococcal_ophthalmia_neonatorum	0	disseminated_gonococcemia|_septic_arthritis	gonorrhea	0	0	0
otu_S000013107	Neisseria_gonorrhoeae	gonococcal_ophthalmia_neonatorum	0	disseminated_gonococcemia|_septic_arthritis	gonorrhea	0	0	0
otu_S000388133	Neisseria_gonorrhoeae	gonococcal_ophthalmia_neonatorum	0	disseminated_gonococcemia|_septic_arthritis	gonorrhea	0	0	0
otu_S000390808	Neisseria_gonorrhoeae	gonococcal_ophthalmia_neonatorum	0	disseminated_gonococcemia|_septic_arthritis	gonorrhea	0	0	0
otu_S000436224	Neisseria_gonorrhoeae	gonococcal_ophthalmia_neonatorum	0	disseminated_gonococcemia|_septic_arthritis	gonorrhea	0	0	0
otu_S001044178	Neisseria_gonorrhoeae	gonococcal_ophthalmia_neonatorum	0	disseminated_gonococcemia|_septic_arthritis	gonorrhea	0	0	0
otu_S002289271	Neisseria_gonorrhoeae	gonococcal_ophthalmia_neonatorum	0	disseminated_gonococcemia|_septic_arthritis	gonorrhea	0	0	0
otu_S002354984	Neisseria_gonorrhoeae	gonococcal_ophthalmia_neonatorum	0	disseminated_gonococcemia|_septic_arthritis	gonorrhea	0	0	0
otu_S002354985	Neisseria_gonorrhoeae	gonococcal_ophthalmia_neonatorum	0	disseminated_gonococcemia|_septic_arthritis	gonorrhea	0	0	0
otu_S002354986	Neisseria_gonorrhoeae	gonococcal_ophthalmia_neonatorum	0	disseminated_gonococcemia|_septic_arthritis	gonorrhea	0	0	0
